position,title,source/name,source/icon,source/authors/0,link,thumbnail,thumbnail_small,date,iso_date
11,"Acaba de estrenarse una odisea de aventura de Will Smith y lo último que me esperaba era verle ""ordeñar"" una tarántula",Espinof,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.espinof.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.espinof.com/criticas/hoy-disney-will-smith-ordena-tarantula-fascinante-documental-viaje-aventura,https://i.blogs.es/3b623d/poloapolo-tarantula/1200_900.jpeg,https://news.google.com/api/attachments/CC8iK0NnNUNkakJZYlZSMGJFUnBaMnhMVFJEZ0F4aUFCU2dLTWdZbGc0eFFRUVU,"01/23/2026, 08:00 AM, +0000 UTC",2026-01-23T08:00:00Z
12,Will Smith en la Amazonía: el actor busca tarántulas gigantes y venenos mortales en la nueva serie de National Geographic,nationalgeographicla.com,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.nationalgeographicla.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Carolyn M Wilke,https://www.nationalgeographicla.com/animales/2026/01/will-smith-en-la-amazonia-el-actor-busca-tarantulas-gigantes-y-venenos-mortales-en-la-nueva-serie-de-national-geographic,https://static.nationalgeographicla.com/files/styles/image_3200/public/willsmith_natgeo_edit.webp?w=1600&h=900,https://news.google.com/api/attachments/CC8iK0NnNUlOblJvUkhCb09UWTBTVTFYVFJDZkF4ampCU2dLTWdhbGNwQVRzUVk,"01/13/2026, 08:00 AM, +0000 UTC",2026-01-13T08:00:00Z
13,La “tarántula cósmica” que revela el poder inmortal del Hubble,Gizmodo en Español,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://es.gizmodo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://es.gizmodo.com/la-tarantula-cosmica-que-revela-el-poder-inmortal-del-hubble-2000186419,https://es.gizmodo.com/app/uploads/2025/08/Diseno-sin-titulo-24-16.jpg,https://news.google.com/api/attachments/CC8iK0NnNVdaM1IxV0RjNFRreHFSMjloVFJERUF4aW1CU2dLTWdhQkFZeXdEQWs,"08/17/2025, 07:00 AM, +0000 UTC",2025-08-17T07:00:00Z
14,Recorridos guiados sobre la tarántula enana se realizarán en el Cerro Condell de Curicó,VLN Radio,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.vlnradio.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.vlnradio.cl/noticias/nacional/region-del-maule/curico/2025/08/26/recorridos-guiados-sobre-la-tarantula-enana-se-realizaran-en-el-cerro-condell-de-curico/,https://media.vlnradio.cl/wp-content/uploads/2025/08/primer-plano-tarantula-enana-sobre-superficie-madera-kzn-chile_665346-73359_1756230921.jpg?w=0,https://news.google.com/api/attachments/CC8iK0NnNU1XSFExWm5GdFRsSlFiVFJqVFJEV0F4anlCQ2dLTWdZaGs1SnNOUVk,"08/26/2025, 07:00 AM, +0000 UTC",2025-08-26T07:00:00Z
15,Modo tarántula de WhatsApp: cómo se activa de manera rápida,Infobae,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.infobae.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.infobae.com/tecno/2025/09/02/modo-tarantula-de-whatsapp-como-se-activa-de-manera-rapida/,https://www.infobae.com/resizer/v2/7ZD3SNANMFHSJATHMRGV3RR5OE.jpg?auth=fcfb4ddfd04d0f24ed9ee539495fd833544b42fd33c92e818a36341e91ce2be3&smart=true&width=1200&height=675&quality=85,https://news.google.com/api/attachments/CC8iMkNnNHpla0l3U1c1SWJUUm1UVFpDVFJDZkF4ampCU2dLTWd1QllZem10R1kxYVlyaVpB,"09/02/2025, 07:00 AM, +0000 UTC",2025-09-02T07:00:00Z
16,"VIDEO: Encuentro sorpresivo con una ""araña pollito"" en Brazo Tristeza",ANBariloche,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.anbariloche.com.ar&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.anbariloche.com.ar/noticias/2026/02/04/102197-video-encuentro-sorpresivo-con-una-arana-pollito-en-brazo-tristeza,https://anbariloche-s3.cdn.net.ar/s3i233/2026/02/anbariloche/images/02/46/07/2460736_ed57edfd0560d8ec46eb5a47cbf9a79def8f157ca5b0983df9112aaca855ec2b/lg.webp,https://news.google.com/api/attachments/CC8iK0NnNUtlalpEZGpVelRsbGZVbUYxVFJDcEJCaXFCQ2dLTWdhQlU0WlJKUWc,"02/04/2026, 08:00 AM, +0000 UTC",2026-02-04T08:00:00Z
17,"Comienza el rodaje de Tarántula, la primera producción de Midnight Fear Factory",Aullidos.COM,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.aullidos.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.aullidos.com/noticia/43259/comienza-rodaje-tarantula-midnight-fear-factory/,https://img.aullidos.com/imagenes/noticias/tw-43259.jpg,https://news.google.com/api/attachments/CC8iK0NnNWpRamMwWjBSZk1YbEZPUzFLVFJDLUF4aXdCU2dLTWdZVlFwUklIZ2s,"12/14/2025, 08:00 AM, +0000 UTC",2025-12-14T08:00:00Z
18,Descubrieron una nueva especie de tarántula con órganos reproductores gigantes,Infobae,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.infobae.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Cecilia Castro,https://www.infobae.com/salud/ciencia/2025/08/09/descubrieron-una-nueva-especie-de-tarantula-con-organos-reproductores-gigantes/,https://www.infobae.com/resizer/v2/Q7XYVQZ5JRE7DPNXOOZDLT4BCQ.jpg?auth=09f7f5a1201ebbf637e98e050461b89082c4b0612c6aa246afb782954654bb0f&smart=true&width=1200&height=675&quality=85,https://news.google.com/api/attachments/CC8iK0NnNDRNa0oyTWxwVWVXNXJTMWhEVFJDZkF4ampCU2dLTWdZQlFZNnNvUWM,"08/09/2025, 07:00 AM, +0000 UTC",2025-08-09T07:00:00Z
19,"'Tarántula', de Eduardo Halfon: la herida abierta de la memoria",El Periódico,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elperiodico.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",José Miguel Segura Gutiérrez,https://www.elperiodico.com/es/ocio-y-cultura/libros/20260303/eduardo-halfon-critica-libro-tarantula-127146964,https://estaticos-cdn.prensaiberica.es/clip/f1eab34a-2e0e-4d56-8af2-49b732a6d2a0_alta-libre-aspect-ratio_default_0_x555y208.jpg,https://news.google.com/api/attachments/CC8iK0NnNTJaV2c1VTFOSGFEbENRVlZGVFJDZ0F4amlCU2dLTWdhcFZaVE5wUWM,"03/03/2026, 08:00 AM, +0000 UTC",2026-03-03T08:00:00Z
20,"La nebulosa de la Tarántula, una cuna de estrellas gigantes en un rincón de la galaxia.",WIRED,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://es.wired.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://es.wired.com/articulos/la-nebulosa-de-la-tarantula-una-cuna-de-estrellas-gigantes-en-un-rincon-de-la-galaxia,https://media.es.wired.com/photos/68b71d9039868a084a4aa1f3/master/w_2560%2Cc_limit/hubble-30dor-potw2531a-1.jpg,https://news.google.com/api/attachments/CC8iL0NnNUVPSEZYUmxOSE5GOXpPVWh4VFJDWUJSak9BeWdLTWdrQkFvcEpFU3B6Z2dN,"09/02/2025, 07:00 AM, +0000 UTC",2025-09-02T07:00:00Z
21,"La picadura de la tarántula: sur y folklore progresivo, Exposición, sep 2026",ArteInformado,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.arteinformado.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.arteinformado.com/agenda/f/la-picadura-de-la-tarantula-sur-y-folklore-progresivo-242355,https://static.arteinformado.com/resources/img/exposicion-no-img-big.png,https://news.google.com/api/attachments/CC8iK0NnNUhaamhzU0RCUllVSkRkRGt3VFJDUUF4allCQ2dLTWdhaGxKS3R0UVk,"02/04/2026, 08:00 AM, +0000 UTC",2026-02-04T08:00:00Z
22,Una tarántula predice el resultado del Super Bowl de este domingo,Yahoo,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://es-us.noticias.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://es-us.noticias.yahoo.com/tar%C3%A1ntula-predice-resultado-super-bowl-062334033.html,https://s.yimg.com/uu/api/res/1.2/5FrfJJzCTd9Sho2VR8mq4w--~B/aD0xMDgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/nbcu_713/fe9d21bf4eb8242378a8525756875d1c,https://news.google.com/api/attachments/CC8iK0NnNTBkR0p6VVVGRUxVeGhTako1VFJDZkF4ampCU2dLTWdZaFpJYk1xUWM,"02/03/2026, 08:00 AM, +0000 UTC",2026-02-03T08:00:00Z
23,Pizote es sorprendido a la caza de una tarántula en Parque Tikal (video),Soy502,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.soy502.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Selene Mejía,https://www.soy502.com/articulo/pizote-sorprendido-caza-tarantula-153,,,"04/06/2026, 09:09 PM, +0000 UTC",2026-04-06T21:09:38Z
24,Esta tarántula predijo al ganador del Super Bowl pasado y ya hizo su pronóstico para este año,Telemundo,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.telemundo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.telemundo.com/noticias/noticias-telemundo-mediodia/estados-unidos/video/esta-tarantula-predijo-al-ganador-del-super-bowl-pasado-y-ya-hizo-su-pronostico-para-este-tmvo13118529,https://www.telemundo.com/sites/nbcutelemundo/files/images/mpx/2026/02/04/43849493161-1080pnbcstations.jpg,https://news.google.com/api/attachments/CC8iK0NnNWxkV1JaV0dkSU1GQkhRV1ZNVFJDZkF4ampCU2dLTWdhRlo1SmxMZ2M,"02/04/2026, 08:00 AM, +0000 UTC",2026-02-04T08:00:00Z
25,La tarántula del vientre negro (1971),IMDb,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.imdb.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.imdb.com/es-es/media/rm128029184/tt0069343,https://m.media-amazon.com/images/M/MV5BMTI2NzEyNjY5OF5BMl5BanBnXkFtZTcwNTIyNzIzMQ@@._V1_.jpg,https://news.google.com/api/attachments/CC8iK0NnNXBXRzFFVDBkdlJGbzNWVWM1VFJEMEF4ampBaWdLTWdZQkFvZ255Z00,"03/14/2026, 03:46 AM, +0000 UTC",2026-03-14T03:46:46Z
26,Tarántula (1955),IMDb,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.imdb.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.imdb.com/es/title/tt0048696/mediaviewer/rm2292485890/,https://m.media-amazon.com/images/M/MV5BMGQwZmUwZmYtZWFhMS00MWNkLWExZTgtNDI2Nzk3ZjIxZTI1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://news.google.com/api/attachments/CC8iK0NnNWxXa1kwUnpWb1dYSndOREpVVFJDV0F4anlCU2dLTWdhZE00cVBtUWc,"10/18/2025, 02:01 PM, +0000 UTC",2025-10-18T14:01:10Z
27,En Estados Unidos: qué significa si una tarántula gigante aparece en la puerta de tu casa,La Nación,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.lanacion.com.ar&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.lanacion.com.ar/estados-unidos/que-significa-si-una-tarantula-aparece-en-la-puerta-de-tu-casa-y-por-que-muchos-se-alegran-nid23092025/,https://www.lanacion.com.ar/resizer/v2/la-gran-mayoria-de-las-tarantulas-viven-en-las-4WY7Z2NUAVBA7MHETYIB6LBWPU.jpg?auth=bdea553ab82ef91e99a394a76c66b9221a57b2cf2b30fabd515ddb9fe9bd0ffc&width=420&height=280&quality=70&smart=true,https://news.google.com/api/attachments/CC8iK0NnNDJVMjFTYldoYWJHaEhjbkoyVFJDWUFoaWtBeWdLTWdhTkJZcnJNUVU,"09/24/2025, 07:00 AM, +0000 UTC",2025-09-24T07:00:00Z
28,Tarántula - Película 2026,sensacine.com,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.sensacine.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.sensacine.com/peliculas/pelicula-1000037561/,https://es.web.img3.acsta.net/img/e1/fa/e1fa76bc627963e1dfd335fe34ee8ec2.jpg,https://news.google.com/api/attachments/CC8iK0NnNXRUMjFhWlVkdVVGQndNVmgzVFJDREFoakNBU2dCTWdhaE1vd3RuUWs,"12/25/2025, 04:07 AM, +0000 UTC",2025-12-25T04:07:56Z
29,Nebulosa Tarántula: la joven vecina de la Vía Láctea que está a 160.000 años luz y tiene 2.000.000 de años,billiken.lat,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://billiken.lat&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://billiken.lat/saber-mas/nebulosa-tarantula-la-joven-vecina-de-la-via-lactea-que-esta-a-160-000-anos-luz-y-tiene-2-000-000-de-anos/,https://billiken.lat/wp-content/uploads/2026/02/dt-14.webp,https://news.google.com/api/attachments/CC8iK0NnNVVZbGhrUzFwS2NXUldlREp4VFJEaUF4ajlCQ2dLTWdZQk1vd0dxd2M,"02/18/2026, 08:00 AM, +0000 UTC",2026-02-18T08:00:00Z
30,"Registran, por primera vez, a una especie de tarántula comiéndose a una víbora",El Espectador,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.elespectador.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.elespectador.com/ambiente/registran-por-primera-vez-a-una-especie-de-tarantula-comiendose-a-una-vibora/,https://www.elespectador.com/resizer/v2/UDK4KAOQVZC7VGYKVGLWL7HUBI.png?auth=bbecde06ba3796cce1c6b2589de272efd537d2120c005c50ae963112697de958&width=1200&height=675&smart=true&quality=80,https://news.google.com/api/attachments/CC8iMkNnNWtlak5MYVZscFNpMTRSRkJNVFJDZkF4ampCU2dLTWdzQkFZaW1HU1dpUUV2VmVn,"03/06/2026, 08:00 AM, +0000 UTC",2026-03-06T08:00:00Z
31,Sorprendente: una tarántula gigante devora víbora venenosa en Ecuador,Noticias Ambientales,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://noticiasambientales.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Luis Pavesio,https://noticiasambientales.com/medio-ambiente/sorprendente-una-tarantula-gigante-devora-vibora-venenosa-en-ecuador/,https://storage.googleapis.com/media-cloud-na/2026/03/Tarantula_gigante_devora_vibora_venenosa.jpg.webp,https://news.google.com/api/attachments/CC8iK0NnNDVVMVk0Y1ROSE1WUnJjVE5qVFJDZkF4amlCU2dLTWdhZFJKS3NKUWM,"03/17/2026, 07:00 AM, +0000 UTC",2026-03-17T07:00:00Z
32,"El tenso gesto de Sophie de Edimburgo con una tarántula, un desafío que Kate Middleton superó sin inmutarse",HOLA,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.hola.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Beatriz Castrillo,https://www.hola.com/realeza/casa_inglesa/20251114867507/kate-middleton-arana-tarantula-sophie-edimburgo-foto/,https://www.hola.com/horizon/landscape/c8692b7dee83-gettyimages-2245882504.jpg,https://news.google.com/api/attachments/CC8iK0NnNVphRkZHVVRGNGR6bFlZbEJWVFJDZkF4ampCU2dLTWdhcFJaVE5vUWM,"11/17/2025, 08:00 AM, +0000 UTC",2025-11-17T08:00:00Z
33,El telescopio Hubble de la NASA capturó una “tarántula” en el espacio,La Nación,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.lanacion.com.ar&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.lanacion.com.ar/lifestyle/en-las-redes/el-telescopio-hubble-de-la-nasa-capturo-una-tarantula-en-el-espacio-nid14082025/,https://www.lanacion.com.ar/resizer/v2/se-nombro-nebulosa-de-la-tarantula-por-los-finos-VBT6G6IMX5H3RAEQ4STXFPL66E.png?auth=76e26e36a139d9e0d279c5de8dad31dfe7253043b8fa2fcb4f9cdca9cf4691f5&width=420&height=280&quality=70&smart=true,https://news.google.com/api/attachments/CC8iK0NnNXhWelpEWkhjNWJIRldSMDFNVFJDWUFoaWtBeWdLTWdZQkFZeXZEQWs,"08/14/2025, 07:00 AM, +0000 UTC",2025-08-14T07:00:00Z
34,Esta tarántula predijo al ganador del Super Bowl pasado y ya hizo su pronóstico para este año,Yahoo,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://es-us.noticias.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://es-us.noticias.yahoo.com/tar%C3%A1ntula-predijo-ganador-super-bowl-180004729.html,https://s.yimg.com/uu/api/res/1.2/4_5X7s2F17yo16.o5lLgIQ--~B/aD0xMDgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/nbcu_713/dba4628c3820d58b2576aef207f558c5,https://news.google.com/api/attachments/CC8iK0NnNXNOV1ZDWW5aMlFucFlPR2hTVFJDZkF4ampCU2dLTWdhRlo1SmxMZ2M,"02/04/2026, 08:00 AM, +0000 UTC",2026-02-04T08:00:00Z
35,Científicos descubren una tarántula con genitales gigantes,Once Noticias Digital,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://oncenoticias.digital&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://oncenoticias.digital/once-lab/cientificos-descubren-una-tarantula-con-genitales-gigantes/504674/,,,"08/05/2025, 07:00 AM, +0000 UTC",2025-08-05T07:00:00Z
36,Tirso Calero concluye el rodaje de la película de terror ‘Tarántula’,Rubik Audiovisual,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://rubik-audiovisual.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://rubik-audiovisual.com/tirso-calero-concluye-el-rodaje-de-la-pelicula-de-terror-tarantula/,https://rubik-audiovisual.com/wp-content/uploads/2026/01/rodaje-tarantula.webp,https://news.google.com/api/attachments/CC8iK0NnNHlZbTFQZWw5c1FVOUlWMWhSVFJEREF4aW9CU2dLTWdZVlFwUklIZ2s,"01/05/2026, 08:00 AM, +0000 UTC",2026-01-05T08:00:00Z
37,Carmen Villalobos y el impresionante reto de infarto que pocos se atreverían a intentar,HOLA,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.hola.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Gabriela Cortes,https://www.hola.com/us-es/celebrities/20251010860986/carmen-villalobos-tarantula-huesped-netflix-video/,https://www.hola.com/horizon/landscape/a3f0b5edcc5d-gettyimages-2178428589.jpg,https://news.google.com/api/attachments/CC8iK0NnNHRTMmQ0ZUhWa1gwTldhMjFUVFJDZkF4ampCU2dLTWdhcGRZanRzUVk,"10/10/2025, 07:00 AM, +0000 UTC",2025-10-10T07:00:00Z
38,Cómo activar el “modo tarántula” de WhatsApp,La Nación,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.lanacion.com.ar&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.lanacion.com.ar/tecnologia/como-activar-el-modo-tarantula-de-whatsapp-nid02092025/,https://www.lanacion.com.ar/resizer/v2/el-modo-tarantula-de-ZVQ6VXLWHRB5HI2TKQWOGOFMDI.jpg?auth=1ec20b599c0c9a898eeb91544285d8f3dd1416b444cdf25ce90814880c896d54&width=420&height=280&quality=70&smart=true,https://news.google.com/api/attachments/CC8iK0NnNXliREJRYzFWT2VVNTRhbFZvVFJDWUFoaWtBeWdLTWdhVlZKTExJUWc,"09/14/2025, 07:00 AM, +0000 UTC",2025-09-14T07:00:00Z
